# Testing 7776 configurations 
# Reading [30] trace.out files from [../parrot-traces/polybench-v0.1-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_jacobi-2d.latency_trace.out
# -> Parrot_l1_mvt.latency_trace.out
# -> Parrot_l1_floyd-warshall.latency_trace.out
# -> Parrot_l1_trisolv.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_symm.latency_trace.out
# -> Parrot_l1_syr2k.latency_trace.out
# -> Parrot_l1_nussinov.latency_trace.out
# -> Parrot_l1_heat-3d.latency_trace.out
# -> Parrot_l1_doitgen.latency_trace.out
# -> Parrot_l1_covariance.latency_trace.out
# -> Parrot_l1_trmm.latency_trace.out
# -> Parrot_l1_lu.latency_trace.out
# -> Parrot_l1_bicg.latency_trace.out
# -> Parrot_l1_3mm.latency_trace.out
# -> Parrot_l1_cholesky.latency_trace.out
# -> Parrot_l1_seidel-2d.latency_trace.out
# -> Parrot_l1_jacobi-1d.latency_trace.out
# -> Parrot_l1_gemver.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.547266 2.23237 0.4 100000 5 15 250 5 0.5 8
0.555923 3.46415 0.4 100000 4 10 1000 5 0.5 4
0.663955 6.68158 0.6 200000 3 20 250 10 2 4
0.647376 5.34384 0.5 200000 3 15 250 10 2 4
0.676365 5.57241 0.5 100000 5 20 250 5 2 6
0.514274 2.97416 0.4 200000 3 15 1000 10 1 4
0.516805 2.95343 0.5 200000 3 20 1000 10 2 8
0.540295 3.1797 0.5 200000 5 20 250 5 0.5 6
0.564861 2.88189 0.5 100000 4 15 1000 5 1 10
0.61551 7.82775 0.4 200000 5 20 500 10 2 4
0.529166 1.64447 0.4 100000 4 20 500 5 0.5 8
0.514024 3.17139 0.5 200000 4 15 500 10 2 10
0.678243 6.20302 0.4 100000 3 20 250 5 0.5 4
0.569766 3.48561 0.5 200000 5 10 500 5 0.5 4
0.478354 1.78314 0.4 200000 3 10 250 10 0.5 10
0.568233 4.45106 0.4 200000 4 10 500 10 1 6
0.614551 4.42382 0.4 100000 5 20 1000 5 1 4
0.479963 1.70649 0.4 200000 5 10 1000 10 1 10
0.546971 2.77343 0.4 200000 4 20 250 10 1 8
0.625491 4.77524 0.5 100000 4 10 250 5 1 8
0.535544 1.80881 0.4 100000 4 10 1000 5 0.5 6
0.537861 2.03909 0.4 100000 5 15 250 5 0.5 10
0.786736 6.37436 0.5 100000 5 10 500 5 2 4
0.67385 8.09771 0.5 200000 3 15 250 10 2 6
0.651956 5.5957 0.5 100000 5 20 250 5 2 8
0.514259 2.92253 0.4 200000 3 15 1000 10 1 6
0.521672 2.94643 0.5 200000 3 20 1000 10 2 10
0.540288 3.17073 0.5 200000 5 20 250 5 0.5 8
0.803 5.8103 0.5 100000 4 15 1000 5 2 4
0.529166 1.64447 0.4 100000 4 20 500 5 0.5 10
0.537841 4.40599 0.4 200000 5 20 500 10 2 6
0.549396 4.0364 0.5 200000 4 15 1000 5 0.5 4
0.608017 5.13348 0.4 200000 5 10 1000 10 2 4
0.540437 3.07412 0.5 200000 5 10 500 5 0.5 6
0.619451 3.58654 0.4 100000 3 20 250 5 0.5 6
0.628515 4.94241 0.4 200000 3 10 250 10 1 4
0.545939 2.73139 0.4 200000 4 20 250 10 1 10
0.548874 3.98193 0.4 200000 4 10 500 10 1 8
0.546438 4.06104 0.4 100000 5 20 1000 5 1 6
0.62475 4.78275 0.5 100000 4 10 250 5 1 10
0.529467 1.72759 0.4 100000 4 10 1000 5 0.5 8
0.613143 5.05882 0.5 200000 3 15 250 10 2 8
0.543743 3.19151 0.6 100000 5 15 500 5 1 10
0.751893 6.35326 0.5 100000 5 10 500 5 2 6
0.662709 6.5692 0.4 100000 5 15 250 5 1 4
0.770918 5.81879 0.4 10000 5 20 500 5 2 8
0.508793 1.39365 0.6 50000 5 15 500 10 0.5 8
0.650918 5.05734 0.5 100000 5 20 250 5 2 10
0.513089 1.63903 0.4 200000 3 15 1000 10 1 8
0.61556 3.80801 0.5 200000 4 10 250 5 0.5 4
0.539517 3.17243 0.5 200000 5 20 250 5 0.5 10
0.730771 5.77277 0.5 100000 4 15 1000 5 2 6
0.634296 4.5322 0.4 100000 4 20 500 5 1 4
0.501383 1.5951 0.5 200000 4 15 1000 5 0.5 6
0.5311 3.06273 0.4 200000 5 10 1000 10 2 6
0.539664 3.08426 0.5 200000 5 10 500 5 0.5 8
0.531122 3.83815 0.4 200000 5 20 500 10 2 8
0.61561 3.4378 0.4 100000 3 20 250 5 0.5 8
0.595316 4.81875 0.4 200000 3 10 250 10 1 6
0.500897 2.80923 0.4 200000 4 10 500 10 1 10
0.55281 4.11719 0.4 100000 5 20 1000 5 1 8
0.636518 6.84348 0.4 200000 4 20 250 10 2 4
0.546835 3.56151 0.5 200000 3 15 250 10 2 10
0.771635 7.833 0.5 100000 4 10 250 5 2 4
0.661223 6.6192 0.4 100000 5 15 250 5 1 6
0.705969 5.72506 0.5 100000 5 10 500 5 2 8
0.529447 1.7465 0.4 100000 4 10 1000 5 0.5 10
0.598489 3.24129 0.5 100000 5 20 250 10 0.5 4
0.627374 5.16697 0.6 10000 5 15 500 5 1 8
0.69712 5.6948 0.5 10000 5 15 1000 10 2 4
0.513016 1.62774 0.4 200000 3 15 1000 10 1 10
0.5776 3.63898 0.5 200000 4 10 250 5 0.5 6
0.548017 3.92381 0.4 100000 4 20 500 5 1 6
0.650458 8.20111 0.5 200000 5 20 250 5 1 4
0.679916 5.64946 0.5 100000 4 15 1000 5 2 8
0.501383 1.5951 0.5 200000 4 15 1000 5 0.5 8
0.529795 2.84531 0.5 200000 5 10 500 5 0.5 10
0.618278 3.16594 0.5 10000 4 15 500 10 1 6
0.530377 3.8363 0.4 200000 5 20 500 10 2 10
0.527713 2.51419 0.4 200000 5 10 1000 10 2 8
0.585347 4.66861 0.4 200000 3 10 250 10 1 8
0.565145 2.08277 0.4 100000 3 20 250 5 0.5 10
0.68783 8.21676 0.5 200000 3 15 500 5 0.5 4
0.545519 3.60492 0.4 100000 5 20 1000 5 1 10
0.630531 5.00829 0.4 200000 4 10 500 10 2 4
0.560916 3.17048 0.5 100000 5 20 250 10 0.5 6
0.600442 5.18347 0.4 100000 5 15 250 5 1 8
0.605169 5.05748 0.4 200000 4 20 250 10 2 6
0.713383 6.69039 0.5 100000 4 10 250 5 2 6
0.617808 4.0317 0.4 100000 4 10 1000 5 1 4
0.652221 5.55412 0.5 100000 5 10 500 5 2 10
0.576015 4.48844 0.4 200000 3 15 1000 10 2 4
0.5776 3.63898 0.5 200000 4 10 250 5 0.5 8
0.569618 4.07838 0.5 200000 5 20 250 5 1 6
0.48602 1.45072 0.4 50000 4 20 250 10 0.5 10
0.548017 3.92381 0.4 100000 4 20 500 5 1 8
0.679817 5.7107 0.5 100000 4 15 1000 5 2 10
0.601792 5.95108 0.5 200000 5 10 500 5 1 4
0.526215 2.72407 0.4 200000 5 20 1000 5 0.5 4
0.501329 1.58811 0.5 200000 4 15 1000 5 0.5 10
0.525613 1.87351 0.5 200000 3 15 500 5 0.5 6
0.527713 2.51419 0.4 200000 5 10 1000 10 2 10
0.537319 2.26318 0.4 200000 3 10 250 10 1 10
0.481952 1.65164 0.5 100000 5 20 250 10 0.5 8
0.718896 6.55187 0.4 100000 3 20 250 5 1 4
0.708431 5.05516 0.5 100000 4 10 250 5 2 8
0.58788 4.32473 0.4 200000 4 10 500 10 2 6
0.734143 6.08972 0.4 50000 3 10 250 5 2 6
0.589555 4.9969 0.4 100000 5 15 250 5 1 10
