# Testing 192 configurations 
# Reading [30] trace.out files from [../parrot-traces/polybench-v0.1-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_jacobi-2d.latency_trace.out
# -> Parrot_l1_mvt.latency_trace.out
# -> Parrot_l1_floyd-warshall.latency_trace.out
# -> Parrot_l1_trisolv.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_symm.latency_trace.out
# -> Parrot_l1_syr2k.latency_trace.out
# -> Parrot_l1_nussinov.latency_trace.out
# -> Parrot_l1_heat-3d.latency_trace.out
# -> Parrot_l1_doitgen.latency_trace.out
# -> Parrot_l1_covariance.latency_trace.out
# -> Parrot_l1_trmm.latency_trace.out
# -> Parrot_l1_lu.latency_trace.out
# -> Parrot_l1_bicg.latency_trace.out
# -> Parrot_l1_3mm.latency_trace.out
# -> Parrot_l1_cholesky.latency_trace.out
# -> Parrot_l1_seidel-2d.latency_trace.out
# -> Parrot_l1_jacobi-1d.latency_trace.out
# -> Parrot_l1_gemver.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.792024 6.3475 0.65 50000 3 25 1000 5 2 6
0.60802 2.65691 0.65 50000 3 20 1000 10 1 8
0.608945 3.24231 0.6 50000 3 20 1000 5 0.5 4
0.580992 1.94659 0.65 50000 3 25 1500 10 1 10
0.594779 2.67439 0.6 50000 3 20 1000 10 0.5 6
0.581646 2.48837 0.6 50000 3 25 1500 5 0.5 6
0.597391 2.48251 0.65 50000 3 25 1000 5 1 10
0.610975 3.99469 0.6 50000 3 20 1000 10 2 8
0.588457 2.07755 0.6 50000 3 25 1500 5 1 10
0.702287 4.39419 0.6 50000 3 25 1500 5 2 8
0.587565 2.05611 0.6 50000 3 20 1500 10 1 10
0.632971 4.83046 0.6 50000 3 25 1000 10 2 8
0.541984 1.09033 0.65 50000 3 25 1500 10 0.5 6
0.661027 4.95497 0.6 50000 3 25 1000 10 1 4
0.592204 2.75265 0.6 50000 3 25 1000 5 0.5 6
0.633199 4.93877 0.65 50000 3 25 1000 10 2 8
0.722092 6.70893 0.65 50000 3 20 1000 5 2 8
0.587565 2.05611 0.65 50000 3 20 1500 10 1 10
0.718698 5.27488 0.6 50000 3 20 1500 5 1 4
0.596951 2.5105 0.65 50000 3 20 1500 5 1 10
0.573356 2.06342 0.65 50000 3 25 1500 5 0.5 6
0.597358 2.67275 0.6 50000 3 20 1500 5 1 10
0.544553 1.21894 0.6 50000 3 25 1000 10 0.5 6
0.599816 4.00546 0.65 50000 3 25 1500 10 2 8
0.589347 2.13228 0.6 50000 3 25 1000 10 1 10
0.600251 3.86315 0.65 50000 3 20 1500 10 2 8
0.726048 5.54366 0.6 50000 3 25 1000 5 2 8
0.616372 4.4102 0.65 50000 3 20 1000 10 2 8
0.580992 1.94659 0.6 50000 3 25 1500 10 1 10
0.656699 4.53145 0.65 50000 3 25 1000 10 1 4
0.588965 2.05397 0.6 50000 3 20 1000 10 1 10
0.699845 5.9897 0.65 50000 3 20 1000 5 1 4
0.710533 5.60125 0.65 50000 3 25 1000 5 1 4
0.602378 4.04647 0.6 50000 3 20 1500 10 2 8
0.588457 2.07755 0.65 50000 3 25 1500 5 1 10
0.707363 4.99726 0.65 50000 3 25 1500 5 2 8
0.592204 2.75265 0.65 50000 3 25 1000 5 0.5 6
0.602215 4.03228 0.6 50000 3 25 1500 10 2 8
0.594779 2.67439 0.65 50000 3 20 1000 10 0.5 6
0.589347 2.13228 0.65 50000 3 25 1000 10 1 10
0.596751 2.43988 0.65 50000 3 20 1000 5 1 10
0.59025 2.63742 0.65 50000 3 20 1000 5 0.5 6
0.591353 2.02437 0.6 50000 3 20 1000 5 1 10
0.711447 6.36558 0.6 50000 3 20 1000 5 2 8
0.541984 1.09033 0.6 50000 3 25 1500 10 0.5 6
0.597382 2.45277 0.6 50000 3 25 1000 5 1 10
0.745144 5.67843 0.6 50000 3 20 1500 5 2 8
0.725827 5.40679 0.65 50000 3 20 1500 5 1 4
0.544553 1.21894 0.65 50000 3 25 1000 10 0.5 6
0.735053 5.70145 0.65 50000 3 25 1000 5 2 8
0.588965 2.05397 0.65 50000 3 20 1000 10 1 10
0.754654 6.0841 0.65 50000 3 20 1500 5 2 8
0.694397 5.83531 0.6 50000 3 20 1000 5 1 4
0.704212 5.66645 0.6 50000 3 25 1000 5 1 4
0.645661 5.51811 0.6 50000 3 20 1500 5 1 6
0.607484 2.78627 0.6 50000 3 25 1000 10 1 6
0.598594 3.78352 0.6 50000 3 25 1000 10 2 10
0.571212 1.94046 0.6 50000 3 25 1500 5 0.5 8
0.598603 3.81326 0.65 50000 3 25 1000 10 2 10
0.59276 3.36131 0.6 50000 3 20 1000 10 2 10
0.591423 2.76131 0.6 50000 3 25 1000 5 0.5 8
0.598157 3.77682 0.65 50000 3 20 1000 10 2 10
0.712013 6.02514 0.65 50000 3 20 1500 10 2 4
0.727448 4.64873 0.6 50000 3 25 1500 5 2 10
0.698004 6.06011 0.65 50000 3 20 1000 5 2 10
0.545486 1.212 0.6 50000 3 20 1000 10 0.5 8
0.541946 1.21857 0.6 50000 3 25 1000 10 0.5 8
0.466191 0.28278 0.65 50000 3 25 1500 10 0.5 8
0.861079 6.13899 0.65 50000 3 25 1000 5 2 4
0.760133 5.60992 0.6 50000 3 25 1500 10 2 4
0.881869 5.96681 0.65 50000 3 20 1500 5 2 4
0.837556 5.99208 0.6 50000 3 25 1500 5 2 4
0.765353 5.6566 0.65 50000 3 25 1500 10 2 4
0.733556 5.36419 0.65 50000 3 25 1500 5 2 10
0.751104 6.14892 0.6 50000 3 20 1000 10 2 4
0.817155 6.84864 0.65 50000 3 20 1000 5 2 4
0.591481 2.19551 0.65 50000 3 25 1500 10 2 10
0.545486 1.212 0.65 50000 3 20 1000 10 0.5 8
0.701682 5.91651 0.6 50000 3 20 1500 10 2 4
0.571212 1.94046 0.65 50000 3 25 1500 5 0.5 8
0.599771 2.62046 0.6 50000 3 25 1500 10 2 10
0.876591 5.52523 0.6 50000 3 20 1500 5 2 4
0.607484 2.78627 0.65 50000 3 25 1000 10 1 6
0.598158 3.85768 0.65 50000 3 20 1500 10 2 10
0.600285 4.04099 0.6 50000 3 20 1500 10 2 10
0.636906 5.48107 0.6 50000 3 20 1000 5 1 6
0.807312 6.43207 0.6 50000 3 20 1000 5 2 4
0.845433 6.29317 0.65 50000 3 25 1500 5 2 4
0.75901 6.36841 0.65 50000 3 20 1000 10 2 4
0.646087 5.29887 0.65 50000 3 20 1500 5 1 6
0.71372 5.15792 0.6 50000 3 25 1000 10 2 4
0.668223 5.12865 0.65 50000 3 25 1000 5 1 6
0.68717 4.99899 0.6 50000 3 20 1500 5 2 10
0.591423 2.76131 0.65 50000 3 25 1000 5 0.5 8
0.689733 5.36366 0.6 50000 3 20 1000 5 2 10
0.541946 1.21857 0.65 50000 3 25 1000 10 0.5 8
0.59007 2.69559 0.65 50000 3 20 1000 5 0.5 8
