# Testing 1296 configurations 
# Reading [4] trace.out files from [../parrot-traces/polybench-subset-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_correlation.latency_trace.out
# -> Parrot_l1_adi.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.715224 3.97638 0.5 100000 3 25 1500 10 2 6
0.677038 4.71142 0.5 10000 3 20 1000 5 0.5 6
0.749876 9.87619 0.65 50000 3 20 1000 10 1 6
0.649631 9.67582 0.6 50000 3 50 1500 5 0.5 6
0.727154 15.0011 0.6 10000 3 20 1000 5 1 6
0.654604 8.57549 0.65 10000 3 50 1000 10 0.5 6
0.660321 8.79108 0.6 50000 3 25 1000 10 0.5 6
0.693516 4.5116 0.5 50000 3 20 1000 5 1 6
0.661739 3.95997 0.5 10000 3 50 1000 5 2 8
0.564322 4.51741 0.6 100000 3 50 1000 10 0.5 8
0.751041 9.82415 0.65 50000 3 25 1500 5 1 8
0.734936 15.1692 0.6 10000 3 25 1500 10 1 4
0.773243 9.90702 0.65 10000 3 20 1500 5 1 4
0.64372 5.31564 0.5 50000 3 20 1500 5 0.5 6
0.64453 7.75713 0.65 50000 3 20 1500 10 0.5 6
0.698681 4.54962 0.5 10000 3 25 1500 10 0.5 6
0.67977 11.5149 0.65 100000 3 50 1500 5 1 6
0.732422 10.0833 0.65 100000 3 20 1500 5 0.5 6
0.763083 11.4304 0.6 50000 3 25 1500 5 2 6
0.712505 8.88709 0.6 100000 3 25 1500 10 1 6
0.565006 4.84027 0.5 100000 3 20 1000 10 0.5 6
0.685826 14.3087 0.65 10000 3 50 1500 5 2 8
0.728531 15.0461 0.6 10000 3 20 1500 10 2 8
0.696541 4.62884 0.5 10000 3 25 1000 10 1 4
0.671153 8.95845 0.6 50000 3 50 1000 5 1 6
0.68291 11.6389 0.65 10000 3 25 1500 10 1 8
0.726935 8.58379 0.6 100000 3 20 1500 5 1 6
0.704526 4.11223 0.5 50000 3 20 1500 10 2 6
0.76327 13.1913 0.65 50000 3 25 1000 5 2 6
0.722031 8.58715 0.6 100000 3 25 1000 10 2 6
0.712679 15.1386 0.6 10000 3 20 1500 5 0.5 6
0.781979 17.2892 0.6 100000 3 50 1500 5 2 6
0.635329 7.70529 0.65 100000 3 25 1500 10 0.5 6
0.609886 6.11431 0.5 100000 3 50 1000 10 1 8
0.602471 4.10312 0.5 50000 3 25 1500 10 0.5 6
0.676393 11.5072 0.65 50000 3 50 1000 10 2 6
0.74178 9.85561 0.65 50000 3 50 1500 10 1 6
0.545463 10.7283 0.6 10000 3 50 1000 10 0.5 8
0.684053 11.0576 0.65 100000 3 50 1000 5 2 8
0.644835 9.73685 0.6 50000 3 20 1500 10 1 8
0.74847 9.91234 0.65 100000 3 20 1000 5 1 8
0.677269 4.60737 0.5 50000 3 25 1000 10 1 8
0.612382 5.98835 0.5 50000 3 50 1500 5 1 10
0.745202 14.9942 0.6 10000 3 25 1000 10 2 4
0.662473 9.57316 0.6 50000 3 50 1500 10 2 8
0.670461 11.4864 0.65 50000 3 50 1000 5 0.5 8
0.77438 9.97879 0.65 10000 3 25 1000 10 2 8
0.663947 4.29388 0.5 50000 3 50 1000 5 2 8
0.691495 4.47543 0.5 10000 3 20 1000 10 2 10
0.954219 13.9254 0.65 10000 3 20 1000 5 2 4
0.709901 6.65307 0.5 10000 3 20 1500 10 2 4
0.715614 4.0952 0.5 100000 3 20 1500 5 2 8
0.702466 8.82421 0.6 100000 3 25 1000 5 0.5 8
0.761348 6.7258 0.5 10000 3 50 1500 5 2 4
0.555978 0.510602 0.5 100000 3 50 1500 10 0.5 8
0.658406 7.74432 0.6 50000 3 20 1000 5 0.5 8
0.565684 0.526682 0.5 100000 3 25 1500 5 0.5 8
0.746709 9.75845 0.65 100000 3 20 1500 10 2 8
0.665192 18.687 0.6 10000 3 50 1500 5 2 10
0.630631 7.85731 0.65 100000 3 25 1000 10 1 8
0.754408 10.2733 0.65 10000 3 25 1000 5 0.5 8
0.68163 4.59833 0.5 100000 3 25 1000 5 1 8
0.73112 8.60759 0.6 50000 3 20 1000 10 2 8
0.743749 8.49695 0.6 100000 3 20 1000 5 2 8
0.616926 5.90026 0.5 100000 3 25 1500 10 2 8
0.727154 15.0011 0.6 10000 3 20 1000 5 1 8
0.545756 4.39851 0.65 10000 3 50 1000 10 0.5 8
0.657388 3.78859 0.5 10000 3 50 1000 5 2 10
0.56999 0.22646 0.5 50000 3 20 1500 5 0.5 8
0.749876 9.87619 0.65 50000 3 20 1000 10 1 8
0.604937 6.19164 0.5 10000 3 25 1500 10 0.5 8
0.588611 7.77771 0.6 50000 3 25 1000 10 0.5 8
0.73509 15.1632 0.6 10000 3 25 1500 10 1 6
0.620868 5.92891 0.5 50000 3 20 1500 10 2 8
0.773243 9.90702 0.65 10000 3 20 1500 5 1 6
